user,content,translation,timestamp,country,sentiment,issue/problema,standpoint,arguments
@TheRightNL,"De nepbeelden blijven maar exposed worden. We worden keihard bedonderd. Laat je niet bedonderen!

Een militaire oefening van vliegtuigen in Rusland uit 2020 is zogenaamd Oekraïne
piped.video/watch?v=rR8R4epm…

Een explosie in China in 2015 is zogenaamd Oekraïne 
piped.video/watch?v=ONsmJAyF…",,"Feb 25, 2022 · 11:59 AM UTC",NL,,,,
@Hallo12345620,"Amerika heeft al 100 oorlogen gemaakt.

Gecreëerd. Geschapen.

Een atoombom gegooid. Vele oorlogen met valse voorwendselen. Waar achteraf niks van klopte.",,"Feb 24, 2022 · 11:03 AM UTC",NL,,,,
@bighair73,"Volgens mij het enige middel, waarmee je hen raakt. Al zullen ze vast nog wel ergens een oude sok hebben liggen",,"Feb 25, 2022 · 2:32 PM UTC",NL,,,,
@Whois_known,"""Kamerleden teleurgesteld dat Rusland niet wordt afgesloten van betaalsysteem"" 

Met andere woorden de VVD,D66 en PvdA willen een 3e wereldoorlog. Aangezien Poetin heeft verklaard dit als een oorlogsverklaring te zien.",,"Feb 25, 2022 · 9:23 AM UTC",NL,,,,
7421539716,来呀民主主义墙头草 官方表态服不服？ 继续向“和平”进攻啊。,"Come on, democratic wallflower, are you convinced by the official position? Continue to attack ""peace"".",1645863801000,ZH,,,,
2265707352,可怜之人必有可恨之处的道理,Poor people must be hateful,1645815348000,ZH,,,,
5984517438,风起了，做对台贸易的该给自己留退路了，右倾绥靖惠台派必定没有好下场,The wind is blowing. Those engaged in trade with Taiwan should leave a way out for themselves. The right-leaning appeasement and benefit-Taiwan faction will definitely not end well.,1645874608000,ZH,,,,
5943162693,撤回来还怕千里投毒呢 撤个屁啊,"If you withdraw, you are afraid of being poisoned from thousands of miles away. What the hell are you withdrawing?",1645862808000,ZH,,,,
2488663784,哪个国家我也不支持，我就希望同胞安全尽快回国。,I don’t support any country. I just hope that my compatriots can return home safely and as soon as possible.,1645799408000,ZH,,,,
1710932053,祖国的立场就是我的立场[虎爪比心][虎爪比心],The position of the motherland is my position [Tiger Claws Compare Hearts] [Tiger Claws Compare Hearts],1645807296000,ZH,,,,
5632264062,现在没有人会再说“精确打击”，相信开战的任何一方的鬼话都会付出惨痛的代价,"No one will talk about ""precision strike"" anymore. Anyone who believes in the lies of the war will pay a heavy price.",1645799695000,ZH,,,,
6209131195,君子不立危墙之下，能走快走吧，已经向民众发武器了，人民战争一开始，民间武装可能会失控报复。,"If a gentleman does not stand behind a dangerous wall, he can move as fast as he can. We have already issued weapons to the people. Once the people's war begins, the civilian armed forces may lose control and retaliate.",1645862752000,ZH,,,,
2049365717,2月12日美日英等国已经撤侨了。你们现在还顶着飞机导弹等救援，也不知道有什么可高兴的。,"On February 12, the United States, Japan, Britain and other countries had already evacuated their citizens. You are still waiting for rescue with planes and missiles, so you don’t know what to be happy about.",1645868595000,ZH,,,,
1450206850,半似不似半似月，曾为沧海咬一虚。-贫道能算千年,"Half like but not half like the moon, it was once bitten by the sea. - A poor man can count thousands of years",1645815253000,ZH,,,,
1668685652,有错的是乌克兰政客们，和美国代表的北约，但是老百姓都是政治的无辜受害者,"The fault lies with Ukrainian politicians and NATO represented by the United States, but ordinary people are innocent victims of politics.",1645799335000,ZH,,,,
5243682002,不要自我感动清醒一点，有些人就是养不熟的白眼狼,Don't be moved by yourself and wake up. Some people are just white-eyed wolves who are not well-fed.,1645871371000,ZH,,,,
6488450434,世界和平的前提得是全世界都先专注自家吧🙏,The prerequisite for world peace is that the whole world should focus on itself first🙏,1645834377000,ZH,,,,
5035373296,中国外交部发言人18号还说美国的俄罗斯入侵乌克兰情报不可信。丧失撤侨时机。,The spokesperson of the Chinese Ministry of Foreign Affairs also said on the 18th that the U.S. intelligence on Russia’s invasion of Ukraine was not credible. The opportunity to evacuate overseas Chinese was lost.,1645868334000,ZH,,,,
1758681201,北约就应该解散，黑社会性质的狗屁组织,"NATO should be disbanded, it’s a gangster bullshit organization.",1645806944000,ZH,,,,
1762612564,如果疫国北约，🇪🇺再不服软的话，🇺🇦可真要救不活了~ 这可是普司令出于人道，留给你们最后的一个机会~ [阴险][阴险],"If NATO, the epidemic country, 🇪🇺 does not give in, 🇺🇦 will really be saved~ This is the last chance that Commander Pu will leave to you out of humanity~ [Insidious][Insidious]",1645796581000,ZH,,,,
3189334074,不在乎你说什么，到时候请在滩头挥动五星红旗接应,"I don’t care what you say. When the time comes, please wave the five-star red flag on the beach to respond.",1645921643000,ZH,,,,
6112786728,应撤尽撤 愿撤尽撤 回国后好好隔离,"If you should evacuate, please evacuate. If you wish to evacuate, please quarantine yourself after returning to the country.",1645864236000,ZH,,,,
3723545374,其实我觉得 咱们国家即使你没有台胞证也会接你回来,"In fact, I think our country will take you back even if you don’t have a Taiwan Compatriot Certificate.",1645877317000,ZH,,,,
2610719313,炮火攻击的是乌克兰！但打的是霉离奸祸众国和北约。。。。。,"The artillery fire is attacking Ukraine! But what we are fighting is Mili, who is causing harm to all countries and NATO. . . . .",1645800071000,ZH,,,,
1868094431,美方有毛病？还让中国选边站？他以为他谁啊，他哪来的资格啊？关他屁事啊,Is there something wrong with the US? Are you going to let China choose a side? Who does he think he is? Where does he have the qualifications? It's none of his business,1645807105000,ZH,,,,
7299025348,【#俄战斗机群接近乌克兰首都基辅# 防空警报再次拉响】当地时间25日8时20分许，俄罗斯的一支战斗机群接近乌克兰首都基辅，将于10至15分钟到达基辅上空。#基辅防空警报再次拉响#，市政府敦促所有市民前往避难所。,"[#Russian Fighter Group Approaches Kiev, Capital of Ukraine# The air defense siren sounded again] At about 8:20 local time on the 25th, a Russian fighter group approached Kiev, the capital of Ukraine, and will arrive over Kiev in 10 to 15 minutes. #Kievairraidwarning sounded again#, and the city government urged all citizens to go to shelters.",1645800927000,ZH,,,,
6901516007,[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕],[Doraemon is afraid][Doraemon is afraid][Doraemon is afraid][Doraemon is afraid],1645796127000,ZH,,,,
5334310765,中国的家人们一切平安，愿世界和平🙏,All the Chinese families are well and may the world be peaceful🙏,1645857879000,ZH,,,,
5744707569,现在战争期间，呆蛙和香港黄毒活跃在微博领域，到处混淆视听，改管管了。@来去之间 @中国警方在线@中国政府网,"Now during the war, Daiwa and Hong Kong Porn are active in the Weibo field, confusing the public and changing the control. @来了between @中国PoliceOnline@中国governmental网",1645859378000,ZH,,,,
5102254567,中国外交部的态度就是我的态度 他们站哪边我就站哪边,The attitude of the Chinese Ministry of Foreign Affairs is my attitude. I will stand wherever they stand.,1645809506000,ZH,,,,
3565408647,所有后果都要追他们的责任，就是乌官员没脑子,They must be held responsible for all consequences. It is because Ukrainian officials have no brains.,1645815745000,ZH,,,,
6201940150,美国就是管的宽 中方什么立场有必要告诉你 管好你自己,The United States is very lenient in its management. China needs to tell you what its position is. Take care of yourself.,1646038494000,ZH,,,,
2283964872,这就是中国政府的办事效率，撤离预案都几天了还没撤，唉......,This is the efficiency of the Chinese government. The evacuation plan has not been withdrawn even after several days. Alas...,1645859980000,ZH,,,,
2389619595,现在想起来祖国的好、希望不要做白眼狼,"Now that I think about the goodness of my motherland, I hope I won’t be a white-eyed wolf.",1645869942000,ZH,,,,
5266099427,“中方的做法同个别国家制造危机、‌‌转嫁危机、‌‌从危机中渔利的做法形成鲜明对比”懂了吗，那些个别国家[doge],"""China's approach is in sharp contrast to the practices of individual countries that create crises, pass on crises, and profit from crises."" Do you understand, those individual countries [doge]",1645808310000,ZH,,,,
5634052210,这种新闻和热搜真的很尴尬，别说台湾人本来就对我们无感，我们也很讨厌关于他们的消息，而且是这种自我感动的消息。,"This kind of news and hot searches are really embarrassing. Not to mention that Taiwanese people are indifferent to us. We also hate news about them, and it is such self-motivating news.",1645872404000,ZH,,,,
1773084214,湾湾反中去IG逛一圈就能看到了....还taiwan can help。真心yue了,Go to IG and you can see Wanwan Anti-China....Taiwan can help. I really appreciate it,1645836366000,ZH,,,,
6268000348,很显然，欧美不是和平正义，肯定不会站在白宫那边[开学季],"Obviously, Europe and the United States are not committed to peace and justice, and they will certainly not side with the White House [Back to School Season]",1645809182000,ZH,,,,
5634013749,中国驻乌克兰大使馆：#已启动在乌中国公民撤离工作预案#,The Chinese Embassy in Ukraine: #has started the evacuation plan for Chinese citizens in Ukraine#,1645857784000,ZH,,,,
3565408647,俄的目的只是要卸他们的武力,Russia's purpose is just to relieve them of their armed forces,1645815835000,ZH,,,,
6273714369,制造危机、转嫁危机、从危机中渔利的个别国家是谁？不用报身份证号了吧,"Who are the individual countries that created the crisis, passed it on, and profited from the crisis? No need to report your ID number, right?",1645811455000,ZH,,,,
5048383100,不好意思我真的笑出声了 高素质骂人[赞],"Sorry, I actually laughed out loud. High-quality swearing [like]",1645807070000,ZH,,,,
7555200266,生活在一个和平的世界，却见证了一场战争[泪]世界和平！,"Living in a peaceful world, but witnessing a war [tears] World peace!",1645860906000,ZH,,,,
5951888263,“即使你不听话，但也是我们的孩子啊”,"""Even if you disobey, you are still our child.""",1645853736000,ZH,,,,
3879338917,战争从来都不是吃素的，希望普通民众平安！,"The war has never been vegetarian, I hope ordinary people are safe!",1645798861000,ZH,,,,
6130280999,[嘻嘻][嘻嘻][嘻嘻]正义一方[嘻嘻][嘻嘻][嘻嘻],[Hee hee] [hee hee] [hee hee] The righteous side [hee hee] [hee hee] [hee hee],1645871880000,ZH,,,,
7470354784,我是坚决反对战争，反对违反联合国宪章原则的行为。同时也支持我国政府反对北约东扩的立场。,"I am firmly opposed to war and actions that violate the principles of the United Nations Charter. At the same time, we also support our government’s stance against NATO’s eastward expansion.",1645799425000,ZH,,,,
7601946893,某国成天挑事不干人事还老想拖别人下水,"A certain country always stirs up troubles and never does anything about human affairs, and always wants to drag others down.",1645807278000,ZH,,,,
1224081372,为什么说多看外交部发言？你会知道谁一直想拉中国下水！所以，闭嘴闭嘴闭嘴！关我们屁事，别被利用胡乱共情指摘自己国家！,"Why do you say you should read more statements from the Ministry of Foreign Affairs? You will know who has been trying to bring China into trouble! So, shut up, shut up, shut up! It’s none of our business, don’t be used to criticize your own country with random empathy!",1645870954000,ZH,,,,
6652998481,哈哈哈，中国才不会往坑里跳呢，才不会羊入虎口了，做个看戏的观众不好吗。你想拉中国下水，乘机找理由制裁中国，把枪口对准中国，你不要想了，门在右边，谢谢，你请。,"Hahaha, China will not jump into a pit, and it will not let a sheep fall into a tiger's mouth. Isn't it good to just be an audience watching a show? If you want to drag China into trouble, take the opportunity to find reasons to sanction China, and point your gun at China, stop thinking about it. The door is on the right, thank you, please.",1645809777000,ZH,,,,
2241305685,#普京将派代表团与乌方谈判##普京称愿同乌方开展高级别谈判# ​​,#putin will send a delegation to negotiate with Uzbekistan##Putin said he is willing to carry out high-level negotiations with Uzbekistan#​​,1645889487000,ZH,,,,
2712459891,“不在乌克兰境内部署武器”...这要求够狠啊。。。演员这波属实进退两难了...早知今日何必当初呢。。。,"""No weapons deployed in Ukraine""... This is a harsh request. . . Actors are really in a dilemma this time... If I had known today, why would I have done it in the first place? . .",1645836799000,ZH,,,,
7483428623,能不能给我十万？我想去乌克兰打仗，不想在国内打螺丝了，太憋屈了[晕][干杯],Can you give me one hundred thousand? I want to go to Ukraine to fight. I don’t want to screw in the country anymore. It’s too frustrating [faint] [cheers],1645831716000,ZH,,,,
1063566575,这可能是我人生第一次目睹真实战争，还是在微博上。[泪],"This may be the first time in my life that I have witnessed a real war, and it was on Weibo. [tears]",1645801231000,ZH,,,,
